Mol,Smiles
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AD380>,NC(N)=Nc1cccc([C@@H](CS)C(=O)O)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99B300>,NCCO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B4D60>,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93E420>,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9400B0>,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
<rdkit.Chem.rdchem.Mol object at 0x00000219AF942DC0>,CCc1cc(C(N)=S)ccn1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9661F0>,Nc1nc2c(ncn2[C@@H]2O[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OP(O)(O)=S)[C@H](O)[C@H]2O)c(=O)[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96BB50>,O=C(Cc1cccs1)NCB(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF987AE0>,O=C([O-])[C@H](O)C[C@@H](O)[C@@H](O)C(=O)[O-]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D3140>,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95CD60>,C[C@@H]1C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl
<rdkit.Chem.rdchem.Mol object at 0x00000219AF949000>,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C6180>,COc1ccc(Cl)cc1NC(=O)Nc1cncc(O[C@@H](C)CN(C)C)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DD8C0>,CCCCOc1ccc2cc(S(=O)(=O)N[C@@H](CCC(=O)O)C(=O)O)ccc2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF964A50>,N[C@@H](CS[AsH]O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9823B0>,CCS/C(N)=N/c1ccc(C(F)(F)F)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D1FC0>,CCCCC[C@H](C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF945D90>,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF958190>,C[C@]12CCC(=O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF964D60>,O[C@H]1[C@H](O)[C@@H](O)CN2CC[C@H](O)[C@H]12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96BED0>,Nc1cccc(CN2C(O)N(Cc3cccc(N)c3)[C@@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H]2Cc2ccccc2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97B300>,CCCCCO[P@@](=O)(O)OP(=O)(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF985000>,N[C@@H](CCCO)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9874C0>,Nc1nc2ncc(CO)nc2c(=O)[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B5C40>,CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B98C0>,CO/C1=C\C(C)=C\[C@@H](C)[C@@H](O)[C@@H](C)C/C(C)=C/C=C/[C@H](OC)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)C[C@@H](O)[C@H](C)[C@@H](C(C)C)O2)OC1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BCAC0>,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(N)c2)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CD310>,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Br)Br
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D92A0>,Cc1cc(NS(=O)(=O)c2ccccc2)cc(OCCNc2cc[nH+]cc2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E4740>,C[C@]12C[C@@]34CCC(=O)[C@@](C)(CCC(=O)Nc5c(O)ccc(C(=O)O)c5O)[C@@H]3[C@H](C[C@@H]1C4)O2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E4900>,N[C@@H](CSCc1ccc(Br)cc1)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF955A10>,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97ED50>,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CD3F0>,C[N+]1(C)[C@@H]2CC[C@H]1C[C@H](OC1c3ccccc3CCc3ccccc31)C2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9ED9A0>,O=C(O)CCCCCCCCCCOC(=O)S
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B93F0>,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BC890>,CN(C)C(=O)c1cc(-c2n[nH]cc2-c2ccccc2)c[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CD770>,Oc1ccc2c(-c3cc(Br)c(O)cc3O)noc2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93CCF0>,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95BE60>,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95CAC0>,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96A500>,CCCCCCCCCCCCCCCCS(=O)(=O)F
<rdkit.Chem.rdchem.Mol object at 0x00000219AF995540>,CCC(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF954BA0>,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B5F50>,NCCC(=O)NCCSSCCNC(=O)CCN
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E5070>,COc1cc2ncnc(N3CC[C@@H](Oc4ccc5ccccc5c4)C3)c2cc1OC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EE500>,O=C([C@@H]1CC(F)(F)CN1C(=O)CCN1C(=O)c2ccccc2C1=O)N1CCCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95FCA0>,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF944CF0>,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94DB60>,CS(=O)(=O)OCCCCOS(C)(=O)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95A880>,CC(=O)OC1(c2ccccc2)CCN(CCc2ccccc2)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF981F50>,Cc1cn([C@H]2C[C@@H](O)[C@H](COP(=O)(S)S)O2)c(=O)[nH]c1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A91C0>,C[C@@H](c1cccc(O)c1)N(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AEC00>,O=[N+]([O-])c1ccc([C@H]2CO2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C5460>,O=C(O)COc1c(C(=O)O)sc(-c2ccc(O)cc2)c1Br
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CB610>,O=P(O[K])(O[K])[C@@H](CCCc1ccc(-c2ccccc2)cc1)S(=O)(=O)O[K]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D1AF0>,CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)B(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF988270>,Nc1nc(O)c2nn(-c3cccc(C(=O)NCc4ccccc4Sc4ccccc4CO)c3)nc2n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C61F0>,COc1cc(-c2ccccc2)c([O-])c(-c2cc3cc(C(N)=[NH2+])ccc3[nH]2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EA650>,O=C1CN(c2ccccc2)S(=O)(=O)N1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9ED000>,COC1=C(OC)C(=O)C(C/C=C(\C)CCC=C(C)C)=C(C)C1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F2110>,CC(Cc1ccccc1)/N=C/C(Cl)(Cl)Cl
<rdkit.Chem.rdchem.Mol object at 0x00000219AF942A40>,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F3840>,CCOC(=O)C1(c2ccccc2)CCCN(C)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95C4A0>,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93C660>,CN1CCN2c3ncccc3Cc3ccccc3C2C1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF946B90>,CCCNC(C)C(=O)Nc1ccccc1C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9562D0>,CNC(C)(C)Cc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95E5E0>,CNCCCC[C@@H](N)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96E9D0>,C#CCN(C)[C@@H]1CCc2ccccc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9734C0>,C[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF977840>,CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1OP(=O)(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF979000>,O=C(O)C(=O)Nc1ccccc1C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97A5E0>,N[C@H](C(=O)O)c1ccc(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]2O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97B450>,O=c1[nH]c(=O)c2c([nH]1)n(C[C@H](O)[C@@H](O)[C@H](O)CO)c(=O)n2CCCCOP(=O)(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97C7B0>,CC(=O)N[C@@H]1[C@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](Oc3ccc4c(C)cc(=O)oc4c3)O[C@H]2CO)O[C@@H](CO)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97CAC0>,CCCCCCCCCCC[C@@H](O)CC(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98CCF0>,O=c1cc[nH]c(=O)[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF992490>,NC(=[NH2+])c1ccc2[nH]c(-c3ccccc3[O-])nc2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF998660>,N[C@@H](CCC(=O)N[C@H](CSCc1cccc2ccccc12)C(=O)NCC(=O)O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99C970>,Nc1nc2ncc(CO[P@@](=O)(O)OP(=O)(O)O)nc2c(=O)[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99F7D0>,CCCC(CCC)C(N)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A03C0>,N[C@@H](CCO)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A3CA0>,O=c1nc[nH]c2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B8200>,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D2110>,CCOP(O)(=S)OCC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DBF40>,O=c1cc(-c2ccccc2)c2ccc(O)c(O)c2o1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EEA40>,NCc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)cccc2N3)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EF7D0>,NCCc1ccc(S(N)(=O)=O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F6570>,[Cl-].[Cl-].[Cl-].[Cr+3]
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F9540>,CC(C)NNC(=O)COc1ccc(Cl)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B9230>,CNC(C)CC1CCCCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DDCB0>,NCCOC(=O)Cc1cccc2ccccc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF976420>,O=P(O)(O)OC[C@H](O)CO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B55B0>,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AF450>,CCCCCC/C=C\CCCCCCCCCC(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94ECE0>,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](C)N2C1=O.CS(=O)(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF954190>,Oc1c(Cl)cc(Cl)c2cccnc12
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F7060>,[He]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF964F20>,CCCCCNC(=O)[C@@H](Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)c2ccccc12)NC(C)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF981CB0>,NS(=O)(=O)c1ccc(/N=N/C2=c3cc(Br)ccc3=NC2=O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DB760>,CC(C)(NC(=O)c1ccc2c(C3CCCCC3)c3n(c2c1)CCOc1ccccc1-3)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9649E0>,CC(C)(C)c1c/c(=N\C(=O)Nc2ccc(Cl)cc2)n(-c2ccccc2)[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95DB60>,NCCc1ccn[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95BED0>,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF967F40>,Cn1cc(C2=C(c3cn(CCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96C580>,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97D9A0>,O=C(O)[C@@H](O)C[C@H](O)[C@@H](O)CO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98E110>,O=C(O)CC[C@H](CCc1ccccc1)NC(=O)CCCCCCc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98E1F0>,CNC(=O)CC[C@H](N)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF996960>,N[C@@H](CCSC(F)F)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A8D60>,OC[C@H]1CNC[C@@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BCCF0>,CNC(=O)[C@@H]1Cc2ccc(NS(=O)(=O)O)cc2CN1C(=O)OC(C)(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EDCB0>,Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2)on1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9710E0>,Cc1cnc2c(c1)c(C)c(C)c1cc(C)c[n+](C)c12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF941CB0>,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BC200>,N=C(N)CCCC[C@@H](C=O)[C@H]1CCC[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E0B30>,CCCCCCCCCCC[P@](=O)(O)OC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9405F0>,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96D150>,CCCCCCCC/C=C/CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCCC)CO[P@@](=O)([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93D540>,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94F610>,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF973AE0>,N[C@@H](CSCCO)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF978510>,CC(=O)N[C@@H]1[C@H](O[C@H]2C[C@H](C(=O)NCCS(=O)(=O)O)[NH2+][C@H]2CO)O[C@H](CO)[C@H](OS(=O)(=O)O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97AB20>,C=C(N)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF998820>,N[C@@H](CCC(=O)N[C@H](CS[C@H](O)N(O)c1ccc(Br)cc1)C(=O)NCC(=O)O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B25E0>,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CCE40>,CC(C)(C)OC(=O)NCc1c[nH]c2nc(N)[nH]c(=O)c12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CF060>,CCOc1cccc(-c2ccc(NC(=O)/C(C#N)=C(/C)O)cc2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F1620>,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F8430>,CNCC(O)c1ccc(O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6FAFF0>,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95D000>,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C4740>,CC1CCN(c2ccc(CO)cc2NC(=O)c2ccc(C#N)o2)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF954350>,Cc1cc(C(=O)NNCc2ccccc2)no1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96FB50>,CC(=O)N(Br)CCOP(=O)(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CADC0>,O=P(O)(O)C(O)(Cc1cccc(-c2cccc(-c3ccccc3)c2)c1)P(=O)(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E7300>,CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF970E40>,CCCCC[C@H](O)/C=C/C1=C(C/C=C/CCCC(=O)O)C(=O)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95D070>,N[C@@H](Cc1ccc2ccc3cccnc3c2n1)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF973A00>,CC(C)CCN(C[C@@H](O)[C@@H]1Cc2ccc(cc2)OCCCC(=O)N[C@@H](CC(N)=O)C(=O)N1)S(=O)(=O)c1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DC890>,Cc1ccccc1-c1n[nH]c(=S)n1N
<rdkit.Chem.rdchem.Mol object at 0x00000219AF986FF0>,O=C1NC=CC=CN1[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99BE60>,Nc1nc2c(ncn2[C@@H]2O[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)O[C@H]3O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@H]2O)c(=O)[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C07B0>,N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CA7A0>,Cc1cc(N)nc(CCNC(=O)c2ccc(C#N)cc2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9580B0>,CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BBCA0>,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CNC2CCCCC2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F3920>,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1.Cl.Cl
<rdkit.Chem.rdchem.Mol object at 0x00000219AF974A50>,O[Sb](O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF994430>,Cc1cccc2c1CCNC2=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF998CF0>,CC(C)(C)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B82E0>,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(O)=NO)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BFA00>,CC[C@@H](C)Nc1ncc(C(=O)Nc2cc(C(=O)NC)ccc2C)s1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E33E0>,O=C(O)C[C@H](OC(=O)/C=C/c1ccc(O)cc1)[C@@H](OC(=O)/C=C/c1ccc(O)cc1)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9ED2A0>,C=C1[C@H](O)CC(=C/C=C2/CCC[C@]3(C)[C@@H]([C@@H](C)CC)CC[C@@H]23)C[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F45F0>,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98F4C0>,N[C@@H](CC(=O)OCC(=O)O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D4F90>,COc1cc(O)c2c(c1)/C=C/C[C@H](O)[C@H](O)C(=O)/C=C/C[C@@H](C)OC2=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF954E40>,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](N)CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C)C(C)C)C(C)C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96E260>,O=C(O)C[C@@H](C(=O)O)C(=O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9957E0>,CCCCCCO[C@@H]1O[C@H](CO)[C@H](O)C[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CFED0>,COc1cc2c(cc1OS(N)(=O)=O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](CC#N)CC[C@@H]12
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F5230>,C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93C430>,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E7680>,C=C/C=N/[C@@H]1CCc2c(O)cccc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EFED0>,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF973140>,C[NH+](C)CCNC(=O)c1cccc2c(N)c3cccc(Br)c3[nH+]c12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF973D10>,CCOC(=O)C(=O)N1CCCCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9863B0>,O=c1ccn([C@@H]2O[C@@H](CO)[C@@H](OP(=O)(O)O)[C@H]2F)c(=O)[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98CA50>,O=c1ccn([C@H]2C[C@@H](O)[C@H](CO[P@@](=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1
