Mol,Smiles
<rdkit.Chem.rdchem.Mol object at 0x00000219AF991850>,CC1=C2N3[C@@H]4[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)n2c[n+](c5cc(C)c(C)cc52)[Co-3]325(C)[N+]3=C1[C@@H](CCC(N)=O)C(C)(C)C3=CC1=[N+]2C(=C(C)C2=[N+]5[C@]4(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DFD80>,CC(C)c1sc([C@@H]2Cc3ccccc3CN2)nc1C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EF920>,Cc1cc(=O)oc2ccccc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF991700>,CO/C=C/[C@@H](N)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C2C70>,CN(C)CCCCSC(=N)N
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6FB530>,O=C1CCO1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF966F10>,O=S(=O)(O)OC[C@H]1O[C@@](COS(=O)(=O)O)(O[C@H]2O[C@H](COS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@H]2OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H]1OS(=O)(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97A570>,O=C(O)CCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF983DF0>,COc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CN(CC[C@H]2CC[C@H]3OCO[C@H]3C2)C(=O)CCN2C(=O)c3ccccc3C2=O)cc(OC)c1OCc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF990CF0>,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF998430>,CO[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A8A50>,C[C@H](C(=O)O)[C@@H](N)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C9150>,COc1cc(-c2ccc3c(-c4nc5ccccc5[nH]4)n[nH]c3c2)ccc1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E8040>,Cc1ccc([C@@H]2C[C@]3(ON2)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F07B0>,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F7290>,CCOCCP(CCOCC)CCP(CCOCC)CCOCC.CCOCCP(CCOCC)CCP(CCOCC)CCOCC.O.O.[98Tc]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B09E0>,Nc1nc(N/N=C/C2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B83C0>,CCC(CC)[C@H](N=C(C)O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DB4C0>,CO[C@H]1CC[C@H](C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95F990>,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9926C0>,CCCC[C@H](CNNC[C@H](CCCC)C(=O)N[C@H](CCCCN)C(=O)Nc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)Nc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BED50>,CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D8890>,O=NC(=O)CNS(=O)(=O)c1ccc(F)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DFE60>,Cc1nc(N)nc2c1CSCC2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EC0B0>,CC(=O)n1c2c(c3ccccc31)CCCC2=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9418C0>,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF977140>,C[C@@H]1O[C@H](O[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97A180>,CCCCB(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF984660>,N=C(N)c1ccc2cc(C(=O)Nc3ccc(CN)cc3)cc(Nc3ncccn3)c2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98BF40>,CC(C)N(O)C(=O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99D3F0>,NC(=O)c1cccc([C@@H]2O[C@@H](CO[P@@](=O)([O-])O[P@](=O)(O)OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[nH+]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CC9E0>,O=C1c2ccccc2N=C2N(c3ccccc3)CC[C@@]12O
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F8AC0>,O=C1Nc2ccccc2OC1(c1ccc(O)cc1)c1ccc(O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF941700>,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF983A00>,NC1([P@@](=O)([O-])O)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF952DC0>,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9576F0>,Nc1cc(-c2ccncc2)c[nH]c1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF987060>,Nc1ncnc2c1ncn2[C@@H]1O[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)O[C@@H]2C[C@H](n3ccc(=O)[nH]c3=O)O[C@H]2COP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A2810>,C[N+]1(C)CCC[C@@H]1C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9ACAC0>,CC(C)=CCC/C(C)=C\CS[P@](=O)(O)OP(=O)(O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95CF90>,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96E6C0>,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@H](CCc1ccccc1)CCS(=O)(=O)Cc1ccccc1)OCc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F89E0>,CC1(C)OC(=O)C(OCC2CC2)=C1c1ccc(S(C)(=O)=O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF956180>,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF980040>,O=P(O)(O)OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99E570>,OC[C@@H]1O[C@H](OC[C@@H]2O[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF985FC0>,O=P(O)(O)OC[C@H]1O[C@H](n2cnc3c(SP(=O)(O)O)[nH+]cnc32)[C@@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CE8F0>,CC(C)NC[C@H](O)COc1cccc2[nH]c3ccccc3c12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E71B0>,CC(C)(C)OC(=O)N1CCC(c2nc(-c3cccs3)no2)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF973B50>,CCCCCCCC[S@@](=O)CCO
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95D070>,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99CC10>,O=P[O-]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9419A0>,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF942D50>,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF947C30>,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CCN(CC(=O)[O-])CC(=O)O.[Gd+3]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF94F4C0>,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF953530>,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF954EB0>,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95D310>,NC1N=c2ccccc2=N1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF965E70>,O=C(O)CCCCCC(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF970740>,NC(=[NH2+])c1ccc2nc(-c3ccccc3O)[nH]c2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF973060>,N[C@@H](Cc1cccc(O)c1)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF974350>,COC(=O)c1cc(C[C@@H](NC(C)=O)C(=O)N[C@@H]2CCCCN(Cc3ccc(-c4ccccc4)cc3)C2=O)ccc1C(F)(C(=O)O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF975A10>,[O-]S([O-])([O-])O[C@@H](CO)[C@@H](O)CN1C[C@@H](O)[C@H](O)[C@H]1CO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97C0B0>,O=C1N[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](CO)N2C1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97EEA0>,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9876F0>,CC(C)[C@H](NC(=O)Cn1c(-c2ccc(N)cc2)ncc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98D310>,O=S(=O)(O)CCCN1CCOCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98E7A0>,Nc1nc2c(ncn2[C@@H]2O[C@@H](CO[P@](=O)(O)CP(=O)(O)O)[C@H](O)[C@H]2O)c(=O)[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF993530>,O=c1ccn([C@@H]2O[C@@H](COP(=O)(O)O)[C@H](O)[C@H]2O)c(=O)[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF993D10>,CNc1nc(N)[nH]c(=O)c1[N+](=O)[O-]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9973E0>,CC(C)(C)COc1ccc(-n2cc(C(=O)O)cn2)cc1C#N
<rdkit.Chem.rdchem.Mol object at 0x00000219AF998D60>,O=C[C@H]1CCC(=O)N1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99BF40>,CN1[C@@H]2CC[C@H]1C[C@@H](O)C2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99DD20>,OC[C@@H]1N[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A0D60>,Nc1ccnc2c1ncn2[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A15B0>,N=C(N)c1cccc(C[C@@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCC[C@@H]2C(=O)O)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A6650>,COc1cc(/C=C/C(O)O)cc(O)c1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9A8CF0>,CC(=O)N[C@]1(C(N)=O)O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B1D90>,CCN(CC)CCCCCCNc1cc(OC)cc2c(C)ccnc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B29D0>,Clc1cnn(CCCCN2CCN(c3ncccn3)CC2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B2B90>,CC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2C[C@H]1C)OCO3
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B60A0>,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BA490>,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BF8B0>,N[C@@H](Cc1cc(/N=C/Cc2ccccc2)c(O)cc1O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C0040>,CCCCC#Cc1ccc(C(=O)NNC(=S)NC)o1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C1A10>,Cc1ccc2c(c1C)CN(C(=O)N(C)C)C[C@@H]2c1cccc(O)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C1D90>,N[C@H]1C[C@@H](N2CCn3c(nnc3C(F)(F)F)C2)CC[C@@H]1c1cc(F)c(F)cc1F
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C3BC0>,COc1cc(-c2ccc(C)cc2)cc([C@@H](C)C#Cc2c(C)nc(N)nc2N)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C5D20>,Cc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CB760>,COc1ccc(C)cc1OCc1ccccn1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D6CE0>,NC[C@@H](c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D97E0>,COC(=O)[C@H](OC(C)=O)c1ccc(N)cc1C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DB060>,O=C1/C(=N\O)c2c(-c3ccccc3)cccc2N1Cc1cc(F)cc2c1OCOC2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DC580>,CSc1nnc(-c2ccc(Cl)cc2)[nH]1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DED50>,N#Cc1cc(Cl)cc(Oc2cc(OCc3n[nH]c4ccccc34)ccc2Cl)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E5EE0>,Nc1c(C(=O)c2cccc(OC[C@@H](O)CO)c2)cnn1-c1ccc(F)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E7610>,COc1cc(NC(=N)NC(=N)N)cc(OC)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EE1F0>,C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)CCO
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F7A00>,CCC(=O)N(c1ccccc1F)C1(c2ccccc2)CCN(CCn2nnn(CC)c2=O)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F9A80>,N#Cc1c(N(CC(=O)[O-])CC(=O)[O-])sc(C(=O)[O-])c1CC(=O)[O-].[Sr+2].[Sr+2]
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F0740>,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF998C80>,CCCCn1c(Cc2ccc(OC)cc2)nc2c(N)ncnc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CAC70>,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6FA960>,COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF940580>,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF951000>,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96E3B0>,NC(=[NH2+])c1ccc2c(c1)N/C(=C1/C=CC=CC1=O)N2
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9730D0>,CCCn1c(C2CCNCC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CCCCC2)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C6A40>,COc1cc(Nc2ncc3ccn(-c4ccccn4)c3n2)cc(OC)c1OC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D8820>,O=NC(=O)CNS(=O)(=O)c1ccc(-c2ccccc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9B0350>,O=C(O)CCCCCC[NH2+]C1c2ccccc2CCc2ccccc21.[Cl-]
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F3140>,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF953140>,O=NN(CCCl)C(=O)NC1CCCCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9BA500>,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F12A0>,C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3OC(CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C
<rdkit.Chem.rdchem.Mol object at 0x00000219AF958580>,CCc1cc(OC)c(CC(C)N)cc1OC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF977E60>,C=CC(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DD4D0>,CC(C)n1c(Nc2ccccc2F)nc2cnc(Oc3c(F)cccc3F)nc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF989930>,CC(=O)N[C@H](Cc1cccc2ccccc12)[B-](O)(O)OC[C@H](N)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C6EA0>,O[C@@H](c1ccncc1)c1ccc(OCCN2CCCC2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9EDA10>,Cc1cc(CCCOc2c(C)cc(-c3nnn(C)n3)cc2C)on1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF972B20>,O[C@H]1[C@H](O)c2nccn2C[C@@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9AEB20>,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OS(=O)(=O)O)[C@H]1O)NC(=O)[C@H](O)CCCCCCCCCCCCCCCCCCCCCC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98DD90>,NC(=O)c1ccc[n+]([C@@H]2O[C@@H](CO[P@@](=O)([O-])O[P@](=O)(O)OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@H]3O)[C@H](O)[C@H]2O)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E6500>,CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@@H](O)/C(O)=C(/O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F9D20>,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF959620>,COc1cc(CC(C)N)cc(OC)c1OC
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CF610>,N[C@@H](Cc1ccccc1)C(O)[C@@H](N)Cc1ccccc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF953060>,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF99FE60>,NS(=O)(=O)c1ccc(C(=O)NCc2ccc(F)cc2F)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AC95CCF0>,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF955B60>,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF970C10>,NC(=[NH2+])NCCC[C@H](N)C(N)=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF979540>,CC[C@@H](C)[C@H](NCc1c(COP(=O)(O)O)cnc(C)c1O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF983F40>,C[C@@H](O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C4B30>,Nc1cccc2c(S(=O)(=O)O)cccc12
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DDBD0>,c1ccc2c(-c3ccncc3)n[nH]c2c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E7A70>,O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9ACCF0>,NC(=O)C[C@H]1C[C@@H](C2=CN[C@@](Cc3ccccc3)(C[C@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@H]3CCOC3)C2=O)c2ccccc21
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98D3F0>,CO/N=C(/C(=O)N[C@H](C=O)[C@@H]1N[C@H](C(=O)O)C(C)(C)S1)c1csc(N)n1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF992DC0>,Nc1ncnc2c1ncn2[C@@H]1O[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9C97E0>,C[C@H](NC(=O)OCc1ccccc1)C(=O)NC[P@@](=O)(O)O[C@@H](Cc1ccccc1)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF948740>,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF95FD80>,O=C(CO)CO
<rdkit.Chem.rdchem.Mol object at 0x00000219AF969E70>,O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF96A9D0>,C[C@H](C(=O)O)c1ccc(-c2ccccc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF97CF20>,NC[C@H](CS)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF985A80>,N[C@@H](CCCCC(=O)O)C(=O)O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9CE730>,N=C1NC(=O)/C(=C/c2ccc(-c3ccc(C(=O)O)cc3)o2)S1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DD770>,Oc1c(Br)cc(Oc2ccccc2)cc1Br
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9DAC00>,CCNC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E2B20>,Cc1ccc(S(=O)(=O)NC(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9487B0>,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9517E0>,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D2960>,Cc1cc(C(=O)Nc2cc(Br)c(O)c(Br)c2)cc(C)c1O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9E6110>,CS(=O)(=O)c1cccc(C(=O)NC[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cccc(Cl)c2)c1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF984900>,O=C1CC[C@H](C(=O)O)N1
<rdkit.Chem.rdchem.Mol object at 0x00000219AF98B920>,CC1(c2ccc(Oc3ccccc3)cc2)C(=O)NC(=O)NC1=O
<rdkit.Chem.rdchem.Mol object at 0x00000219AF9D0E40>,CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-]
<rdkit.Chem.rdchem.Mol object at 0x00000219BF6F7300>,[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[C-]#[N+]CC(C)(C)OC.[Tc+]
<rdkit.Chem.rdchem.Mol object at 0x00000219AF93F450>,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
